조회일자,품목코드,품목명,평년비율,전일비율,품종코드,도매일일가격,도매순가격,도매전일가격,도매전순가격,도매전년순가격,도매평년순가격,도매일일위기단계명,도매일일작형연속위기횟수,도매일일작형위기단계코드,도매순위기단계명,도매순작형위기단계코드,도매순작형연속위기횟수,도매월위기단계명,도매월작형위기단계코드,도매전일자,도매전순월,도매전순명,도매순월,도매순명,도매일자,소매일일가격,소매순가격,소매전일가격,소매전순가격,소매전년순가격,소매평년순가격,소매전일자,소매전순월,소매전순명,소매순월,소매전순월,소매일자
2020-04-09,1202,대파,-33.08,4.757,1202,967,823,921,766,842,1445,하락경계,1,2,하락심각,1,1,하락심각,1,2020-04-08,3,하순,4,상순,2020-04-09,3021,3075.391,3094,3073,2627.625,3268,2020-04-08,3,하순,4,상순,2020-04-09
2020-04-10,1001,배추,21.037,-0.585,1001,2451,2530,2465.333,2719,822,2025,안정,37,4,안정,4,1,안정,4,2020-04-09,3,하순,4,상순,2020-04-10,4449,4447.569,4449,4388,2242.591,3545,2020-04-09,3,하순,4,상순,2020-04-10
2020-04-10,1101,무,-40.607,5.468,1101,802.9,816.5,759,1013,717.4,1352,하락주의,1,3,안정,4,1,안정,4,2020-04-09,3,하순,4,상순,2020-04-10,1613,1594.181,1613,1594,1326.198,1786,2020-04-09,3,하순,4,상순,2020-04-10
2020-04-10,1207,건고추,-10.642,0,1207,8120,8120,8120,8077,11572,9087,하락주의,70,3,하락주의,3,1,하락주의,3,2020-04-08,3,하순,4,상순,2020-04-09,12607,12571.429,12607,12496,17110.833,12770,2020-04-08,3,하순,4,상순,2020-04-09
2020-04-10,1209,마늘,-40.458,0,12A9,3875,3875,3875,3875,5721.9,6508,하락경계,173,2,하락경계,2,1,하락경계,2,2020-04-08,3,하순,4,상순,2020-04-09,6873,6658.167,6718,6551,9582.538,9701,2020-04-08,3,하순,4,상순,2020-04-09
2020-04-10,1209,마늘,-41.804,0,1209,3220,3220,3220,3220,5100,5533,,0,,,,0,,,2020-04-08,3,하순,4,상순,2020-04-09,0,0,0,0,0,0,2020-04-08,,,,,2020-04-09
2020-04-10,1201,양파,-16.365,-14.562,1201,879,1082,1007,1124,1006,1051,안정,35,4,안정,4,1,안정,4,2020-04-09,3,하순,4,상순,2020-04-10,2276,2342.203,2294,2418,1574.243,2017,2020-04-09,3,하순,4,상순,2020-04-10
2020-04-10,1202,대파,-34.602,-2.328,1202,945,823,967,766,842,1445,하락경계,2,2,하락심각,1,1,하락심각,1,2020-04-09,3,하순,4,상순,2020-04-10,2942,3075.391,3021,3073,2627.625,3268,2020-04-09,3,하순,4,상순,2020-04-10
2020-04-11,1001,배추,22.517,-1.899,1001,2405.333,2834.667,2451,2530,893.667,1963,안정,38,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,4449,4413.778,4449,4448,2280.143,3556,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-11,1101,무,-30.301,11.203,1101,904.2,970.9,802.9,817,815.1,1297,안정,1,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,1613,1606.185,1613,1594,1345.668,1837,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-11,1207,건고추,-10.078,0,1207,8120,8120,8120,8120,11543.42,9030,하락주의,71,3,하락주의,3,1,하락주의,3,2020-04-09,4,상순,4,중순,2020-04-10,12607,12607.143,12607,12571,16772.381,12633,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-11,1209,마늘,-40.412,0,12A9,3875,3900,3875,3875,5686.9,6503,하락경계,174,2,하락경계,2,1,하락경계,2,2020-04-09,4,상순,4,중순,2020-04-10,6924,6909.022,6873,6658,9723.524,9856,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-11,1209,마늘,-41.982,0,1209,3220,3220,3220,3220,5100,5550,,0,,,,0,,,2020-04-09,4,상순,4,중순,2020-04-10,0,0,0,0,0,0,2020-04-09,,,,,2020-04-10
2020-04-11,1201,양파,-8.992,-4.643,1201,840,986,879,1082,974,923,안정,36,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,2276,2451.425,2294,2342,1742.151,2066,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-11,1202,대파,-36.105,-17.1,1202,807,905,945,823,830,1263,하락심각,1,1,하락심각,1,1,하락심각,1,2020-04-10,4,상순,4,중순,2020-04-11,2942,3109.453,3021,3075,2686.994,3181,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-12,1001,배추,22.517,-1.899,1001,2405.333,2834.667,2451,2530,893.667,1963,안정,38,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,4449,4413.778,4449,4448,2280.143,3556,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-12,1101,무,-30.301,11.203,1101,904.2,970.9,802.9,817,815.1,1297,안정,1,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,1613,1606.185,1613,1594,1345.668,1837,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-12,1207,건고추,-10.078,0,1207,8120,8120,8120,8120,11543.42,9030,하락주의,71,3,하락주의,3,1,하락주의,3,2020-04-09,4,상순,4,중순,2020-04-10,12607,12607.143,12607,12571,16772.381,12633,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-12,1209,마늘,-40.412,0,12A9,3875,3900,3875,3875,5686.9,6503,하락경계,174,2,하락경계,2,1,하락경계,2,2020-04-09,4,상순,4,중순,2020-04-10,6924,6909.022,6873,6658,9723.524,9856,2020-04-09,4,상순,4,중순,2020-04-10
2019-10-24,1201,양파,-43.516,1.898,1201,527,523,517,510,714,933,하락심각,142,1,하락심각,1,1,하락심각,1,2019-10-23,10,중순,10,하순,2019-10-24,1301,1308.19,1299,1304,1647.415,1825,2019-10-23,10,중순,10,하순,2019-10-24
2019-10-24,1202,대파,-6.874,-6.742,1202,1409,1577,1504,1503,1908,1513,하락심각,402,1,하락심각,1,1,하락심각,1,2019-10-23,10,중순,10,하순,2019-10-24,4357,4303.266,4385,4217,4228.373,3671,2019-10-23,10,중순,10,하순,2019-10-24
2019-10-25,1001,배추,148.389,8.213,1001,3393,3182.333,3114.333,4423,1833.333,1366,상승주의,1,5,안정,4,1,상승주의,5,2019-10-24,10,중순,10,하순,2019-10-25,5680,5791.005,6014,6719,3483.508,2953,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-25,1101,무,139.438,-9.718,1101,1961.3,2009.5,2151.9,1890,846.6,819,상승주의,1,5,상승주의,5,1,상승심각,7,2019-10-24,10,중순,10,하순,2019-10-25,2866,2861.883,2869,2803,2348.44,1788,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-25,1207,건고추,-10.89,0,1207,8600,8622.22,8600,8600,12170,9651,안정,45,4,안정,4,1,안정,4,2019-10-23,10,중순,10,하순,2019-10-24,12572,12537.432,12541,12663,17821,12693,2019-10-23,10,중순,10,하순,2019-10-24
2019-10-25,1209,마늘,-36.685,0,12A9,4041.65,4037.95,4041.65,3925,5864.6,6384,하락경계,58,2,하락경계,2,1,하락경계,2,2019-10-23,10,중순,10,하순,2019-10-24,7187,7167.832,7102,7069,8965.361,9463,2019-10-23,10,중순,10,하순,2019-10-24
2019-10-25,1209,마늘,-39.482,0,1209,3320,3320,3320,3320,5175,5486,,0,,,,0,,,2019-10-23,10,중순,10,하순,2019-10-24,0,0,0,0,0,0,2019-10-23,,,,,2019-10-24
2019-10-25,1201,양파,-43.944,-0.765,1201,523,523,527,510,714,933,하락심각,143,1,하락심각,1,1,하락심각,1,2019-10-24,10,중순,10,하순,2019-10-25,1301,1308.19,1301,1304,1647.415,1825,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-25,1202,대파,-9.518,-2.922,1202,1369,1577,1409,1503,1908,1513,하락심각,403,1,하락심각,1,1,하락심각,1,2019-10-24,10,중순,10,하순,2019-10-25,4341,4303.266,4357,4217,4228.373,3671,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1001,배추,107.467,-19.725,1001,2834,3182.333,3393,4423,1833.333,1366,안정,1,4,안정,4,1,상승주의,5,2019-10-25,10,중순,10,하순,2019-10-26,5680,5791.005,6014,6719,3483.508,2953,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1101,무,124.054,-6.906,1101,1834.6,2009.5,1961.3,1890,846.6,819,상승주의,2,5,상승주의,5,1,상승심각,7,2019-10-25,10,중순,10,하순,2019-10-26,2866,2861.883,2869,2803,2348.44,1788,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1207,건고추,-10.476,0.463,1207,8640,8622.22,8600,8600,12170,9651,안정,46,4,안정,4,1,안정,4,2019-10-24,10,중순,10,하순,2019-10-25,12454,12537.432,12572,12663,17821,12693,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1209,마늘,-36.685,0,12A9,4041.65,4037.95,4041.65,3925,5864.6,6384,하락경계,59,2,하락경계,2,1,하락경계,2,2019-10-24,10,중순,10,하순,2019-10-25,7187,7167.832,7187,7069,8965.361,9463,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1209,마늘,-39.482,0,1209,3320,3320,3320,3320,5175,5486,,0,,,,0,,,2019-10-24,10,중순,10,하순,2019-10-25,0,0,0,0,0,0,2019-10-24,,,,,2019-10-25
2019-10-26,1201,양파,-43.516,0.759,1201,527,523,523,510,714,933,하락심각,144,1,하락심각,1,1,하락심각,1,2019-10-25,10,중순,10,하순,2019-10-26,1301,1308.19,1301,1304,1647.415,1825,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-26,1202,대파,-7.733,1.934,1202,1396,1577,1369,1503,1908,1513,하락심각,404,1,하락심각,1,1,하락심각,1,2019-10-25,10,중순,10,하순,2019-10-26,4341,4303.266,4357,4217,4228.373,3671,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1001,배추,107.467,-19.725,1001,2834,3182.333,3393,4423,1833.333,1366,안정,1,4,안정,4,1,상승주의,5,2019-10-25,10,중순,10,하순,2019-10-26,5680,5791.005,6014,6719,3483.508,2953,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1101,무,124.054,-6.906,1101,1834.6,2009.5,1961.3,1890,846.6,819,상승주의,2,5,상승주의,5,1,상승심각,7,2019-10-25,10,중순,10,하순,2019-10-26,2866,2861.883,2869,2803,2348.44,1788,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1207,건고추,-10.476,0.463,1207,8640,8622.22,8600,8600,12170,9651,안정,46,4,안정,4,1,안정,4,2019-10-24,10,중순,10,하순,2019-10-25,12454,12537.432,12572,12663,17821,12693,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1209,마늘,-36.685,0,12A9,4041.65,4037.95,4041.65,3925,5864.6,6384,하락경계,59,2,하락경계,2,1,하락경계,2,2019-10-24,10,중순,10,하순,2019-10-25,7187,7167.832,7187,7069,8965.361,9463,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1209,마늘,-39.482,0,1209,3320,3320,3320,3320,5175,5486,,0,,,,0,,,2019-10-24,10,중순,10,하순,2019-10-25,0,0,0,0,0,0,2019-10-24,,,,,2019-10-25
2019-10-27,1201,양파,-43.516,0.759,1201,527,523,523,510,714,933,하락심각,144,1,하락심각,1,1,하락심각,1,2019-10-25,10,중순,10,하순,2019-10-26,1301,1308.19,1301,1304,1647.415,1825,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-27,1202,대파,-7.733,1.934,1202,1396,1577,1369,1503,1908,1513,하락심각,404,1,하락심각,1,1,하락심각,1,2019-10-25,10,중순,10,하순,2019-10-26,4341,4303.266,4357,4217,4228.373,3671,2019-10-24,10,중순,10,하순,2019-10-25
2019-10-28,1001,배추,127.892,8.962,1001,3113,3182.333,2834,4423,1833.333,1366,안정,2,4,안정,4,1,상승주의,5,2019-10-26,10,중순,10,하순,2019-10-28,5710,5791.005,5680,6719,3483.508,2953,2019-10-25,10,중순,10,하순,2019-10-28
2019-12-20,1001,배추,92.678,-7.601,1001,2684,2866.667,2888,2899,1184.333,1393,상승주의,20,5,상승주의,5,1,상승주의,5,2019-12-19,12,상순,12,중순,2019-12-20,4616,4641.964,4592,4595,2824.276,2558,2019-12-19,12,상순,12,중순,2019-12-20
2019-12-20,1101,무,203.995,5.074,1101,2662.6,2562.9,2527.5,2265,780.9,876,상승심각,13,7,상승심각,7,1,상승심각,7,2019-12-19,12,상순,12,중순,2019-12-20,3049,2953.723,3055,2574,1481.429,1455,2019-12-19,12,상순,12,중순,2019-12-20
2019-12-20,1207,건고추,-8.082,0,1207,8700,8700,8700,8700,12020,9465,안정,84,4,안정,4,1,안정,4,2019-12-18,12,상순,12,중순,2019-12-19,12322,12324.739,12322,12406,17406.618,12889,2019-12-18,12,상순,12,중순,2019-12-19
2019-12-20,1209,마늘,-37.444,0,12A9,4083.35,4083.35,4083.35,4083,5932.3,6527,하락경계,97,2,하락경계,2,1,하락경계,2,2019-12-18,12,상순,12,중순,2019-12-19,7298,7110.583,7336,7039,8965.167,9439,2019-12-18,12,상순,12,중순,2019-12-19
2019-12-20,1209,마늘,-40.693,0,1209,3320,3320,3320,3320,5260,5598,,0,,,,0,,,2019-12-18,12,상순,12,중순,2019-12-19,0,0,0,0,0,0,2019-12-18,,,,,2019-12-19
2019-12-20,1201,양파,-26.421,0.858,1201,699,728,693,802,696,950,하락심각,4,1,하락심각,1,1,하락심각,1,2019-12-19,12,상순,12,중순,2019-12-20,1488,1448.551,1488,1370,1664.972,1857,2019-12-19,12,상순,12,중순,2019-12-20
2019-12-20,1202,대파,-9.381,1.556,1202,1478,1333,1455,1494,1531,1631,안정,4,4,안정,4,1,안정,4,2019-12-19,12,상순,12,중순,2019-12-20,4307,4183.079,4296,4027,3671.669,3911,2019-12-19,12,상순,12,중순,2019-12-20
2019-12-21,1001,배추,90.014,-0.763,1001,2663.667,2940,2684,2867,1089.333,1402,상승주의,21,5,상승주의,5,1,상승주의,5,2019-12-20,12,중순,12,하순,2019-12-21,4616,4530.317,4592,4642,2795.439,2599,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-21,1101,무,200.836,-5.743,1101,2518,2414.6,2662.6,2563,753.5,837,상승심각,14,7,상승심각,7,1,상승심각,7,2019-12-20,12,중순,12,하순,2019-12-21,3049,3042.488,3055,2954,1507.707,1488,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-21,1207,건고추,-13.13,0,1207,8700,8596.66,8700,8700,12020,10015,안정,85,4,안정,4,1,안정,4,2019-12-19,12,중순,12,하순,2019-12-20,12322,12322.222,12322,12325,17270.588,12842,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-21,1209,마늘,-36.737,0,12A9,4083.35,4048.6,4083.35,4083,5770.85,6454,하락경계,98,2,하락경계,2,1,하락경계,2,2019-12-19,12,중순,12,하순,2019-12-20,7298,7284.259,7298,7111,8912.074,9518,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-21,1209,마늘,-40.714,0,1209,3320,3320,3320,3320,5260,5600,,0,,,,0,,,2019-12-19,12,중순,12,하순,2019-12-20,0,0,0,0,0,0,2019-12-19,,,,,2019-12-20
2019-12-21,1201,양파,-23.769,1.826,1201,712,784,699,728,650,934,하락심각,5,1,하락경계,2,1,하락경계,2,2019-12-20,12,중순,12,하순,2019-12-21,1488,1487.643,1488,1449,1665.076,1857,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-21,1202,대파,-14.715,-6.254,1202,1391,1406,1478,1333,1412,1631,안정,5,4,안정,4,1,안정,4,2019-12-20,12,중순,12,하순,2019-12-21,4307,4374.878,4296,4183,3836.344,4168,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1001,배추,90.014,-0.763,1001,2663.667,2940,2684,2867,1089.333,1402,상승주의,21,5,상승주의,5,1,상승주의,5,2019-12-20,12,중순,12,하순,2019-12-21,4616,4530.317,4592,4642,2795.439,2599,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1101,무,200.836,-5.743,1101,2518,2414.6,2662.6,2563,753.5,837,상승심각,14,7,상승심각,7,1,상승심각,7,2019-12-20,12,중순,12,하순,2019-12-21,3049,3042.488,3055,2954,1507.707,1488,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1207,건고추,-13.13,0,1207,8700,8596.66,8700,8700,12020,10015,안정,85,4,안정,4,1,안정,4,2019-12-19,12,중순,12,하순,2019-12-20,12322,12322.222,12322,12325,17270.588,12842,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1209,마늘,-36.737,0,12A9,4083.35,4048.6,4083.35,4083,5770.85,6454,하락경계,98,2,하락경계,2,1,하락경계,2,2019-12-19,12,중순,12,하순,2019-12-20,7298,7284.259,7298,7111,8912.074,9518,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1209,마늘,-40.714,0,1209,3320,3320,3320,3320,5260,5600,,0,,,,0,,,2019-12-19,12,중순,12,하순,2019-12-20,0,0,0,0,0,0,2019-12-19,,,,,2019-12-20
2019-12-22,1201,양파,-23.769,1.826,1201,712,784,699,728,650,934,하락심각,5,1,하락경계,2,1,하락경계,2,2019-12-20,12,중순,12,하순,2019-12-21,1488,1487.643,1488,1449,1665.076,1857,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-22,1202,대파,-14.715,-6.254,1202,1391,1406,1478,1333,1412,1631,안정,5,4,안정,4,1,안정,4,2019-12-20,12,중순,12,하순,2019-12-21,4307,4374.878,4296,4183,3836.344,4168,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-23,1001,배추,103.709,6.745,1001,2856.333,2940,2663.667,2867,1089.333,1402,상승주의,22,5,상승주의,5,1,상승주의,5,2019-12-21,12,중순,12,하순,2019-12-23,4589,4530.317,4616,4642,2795.439,2599,2019-12-20,12,중순,12,하순,2019-12-23
2019-12-23,1101,무,189.128,-4.032,1101,2420.4,2414.6,2518,2563,753.5,837,상승심각,15,7,상승심각,7,1,상승심각,7,2019-12-21,12,중순,12,하순,2019-12-23,3082,3042.488,3049,2954,1507.707,1488,2019-12-20,12,중순,12,하순,2019-12-23
2019-12-23,1207,건고추,-13.13,0,1207,8700,8596.66,8700,8700,12020,10015,안정,85,4,안정,4,1,안정,4,2019-12-19,12,중순,12,하순,2019-12-20,12322,12322.222,12322,12325,17270.588,12842,2019-12-19,12,중순,12,하순,2019-12-20
2019-12-23,1209,마늘,-36.737,0,12A9,4083.35,4048.6,4083.35,4083,5770.85,6454,하락경계,98,2,하락경계,2,1,하락경계,2,2019-12-19,12,중순,12,하순,2019-12-20,7298,7284.259,7298,7111,8912.074,9518,2019-12-19,12,중순,12,하순,2019-12-20
2020-02-14,1201,양파,0.885,7.505,1201,1026,1015,949,929,645,1017,안정,22,4,안정,4,1,안정,4,2020-02-13,2,상순,2,중순,2020-02-14,1749,1765.111,1743,1746,1582.813,2006,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-14,1202,대파,-53.005,1.218,1202,821,925,811,1106,1170,1747,하락심각,5,1,하락심각,1,1,하락심각,1,2020-02-13,2,상순,2,중순,2020-02-14,3679,3699.827,3702,4104,3897.731,4990,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1001,배추,36.037,-1.782,1001,2917.667,3029.667,2969.667,2960,925,2145,안정,2,4,안정,4,1,안정,4,2020-02-14,2,상순,2,중순,2020-02-15,4336,4343.036,4360,4426,2503.937,3192,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1101,무,-2.269,5.563,1101,1119.8,1158.9,1057.5,1090,862,1146,안정,3,4,상승주의,5,1,상승주의,5,2020-02-14,2,상순,2,중순,2020-02-15,1931,1984.526,1943,2473,1394.4,1869,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1207,건고추,-14.025,0,1207,7920,7920,7920,7920,11634.5,9212,하락주의,31,3,하락주의,3,1,하락주의,3,2020-02-13,2,상순,2,중순,2020-02-14,12391,12399,12391,12391,17226.563,12854,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1209,마늘,-39.821,0,12A9,3966.65,3941.65,3966.65,3925,5633.35,6592,하락경계,134,2,하락경계,2,1,하락경계,2,2020-02-13,2,상순,2,중순,2020-02-14,6978,6974.89,6978,7100,9555.694,9907,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1209,마늘,-43.13,0,1209,3220,3220,3220,3220,5160,5662,,0,,,,0,,,2020-02-13,2,상순,2,중순,2020-02-14,0,0,0,0,0,0,2020-02-13,,,,,2020-02-14
2020-02-15,1201,양파,0.787,-0.098,1201,1025,1015,1026,929,645,1017,안정,23,4,안정,4,1,안정,4,2020-02-14,2,상순,2,중순,2020-02-15,1749,1765.111,1743,1746,1582.813,2006,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-15,1202,대파,-56.039,-6.901,1202,768,925,821,1106,1170,1747,하락심각,6,1,하락심각,1,1,하락심각,1,2020-02-14,2,상순,2,중순,2020-02-15,3679,3699.827,3702,4104,3897.731,4990,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1001,배추,36.037,-1.782,1001,2917.667,3029.667,2969.667,2960,925,2145,안정,2,4,안정,4,1,안정,4,2020-02-14,2,상순,2,중순,2020-02-15,4336,4343.036,4360,4426,2503.937,3192,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1101,무,-2.269,5.563,1101,1119.8,1158.9,1057.5,1090,862,1146,안정,3,4,상승주의,5,1,상승주의,5,2020-02-14,2,상순,2,중순,2020-02-15,1931,1984.526,1943,2473,1394.4,1869,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1207,건고추,-14.025,0,1207,7920,7920,7920,7920,11634.5,9212,하락주의,31,3,하락주의,3,1,하락주의,3,2020-02-13,2,상순,2,중순,2020-02-14,12391,12399,12391,12391,17226.563,12854,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1209,마늘,-39.821,0,12A9,3966.65,3941.65,3966.65,3925,5633.35,6592,하락경계,134,2,하락경계,2,1,하락경계,2,2020-02-13,2,상순,2,중순,2020-02-14,6978,6974.89,6978,7100,9555.694,9907,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1209,마늘,-43.13,0,1209,3220,3220,3220,3220,5160,5662,,0,,,,0,,,2020-02-13,2,상순,2,중순,2020-02-14,0,0,0,0,0,0,2020-02-13,,,,,2020-02-14
2020-02-16,1201,양파,0.787,-0.098,1201,1025,1015,1026,929,645,1017,안정,23,4,안정,4,1,안정,4,2020-02-14,2,상순,2,중순,2020-02-15,1749,1765.111,1743,1746,1582.813,2006,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-16,1202,대파,-56.039,-6.901,1202,768,925,821,1106,1170,1747,하락심각,6,1,하락심각,1,1,하락심각,1,2020-02-14,2,상순,2,중순,2020-02-15,3679,3699.827,3702,4104,3897.731,4990,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-17,1001,배추,42.89,4.797,1001,3064.667,3029.667,2917.667,2960,925,2145,상승주의,1,5,안정,4,1,안정,4,2020-02-15,2,상순,2,중순,2020-02-17,4336,4343.036,4336,4426,2503.937,3192,2020-02-14,2,상순,2,중순,2020-02-17
2020-02-17,1101,무,0.785,3.081,1101,1155.4,1158.9,1119.8,1090,862,1146,상승주의,1,5,상승주의,5,1,상승주의,5,2020-02-15,2,상순,2,중순,2020-02-17,1920,1984.526,1931,2473,1394.4,1869,2020-02-14,2,상순,2,중순,2020-02-17
2020-02-17,1207,건고추,-14.025,0,1207,7920,7920,7920,7920,11634.5,9212,하락주의,31,3,하락주의,3,1,하락주의,3,2020-02-13,2,상순,2,중순,2020-02-14,12391,12399,12391,12391,17226.563,12854,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-17,1209,마늘,-39.821,0,12A9,3966.65,3941.65,3966.65,3925,5633.35,6592,하락경계,134,2,하락경계,2,1,하락경계,2,2020-02-13,2,상순,2,중순,2020-02-14,6978,6974.89,6978,7100,9555.694,9907,2020-02-13,2,상순,2,중순,2020-02-14
2020-02-17,1209,마늘,-43.13,0,1209,3220,3220,3220,3220,5160,5662,,0,,,,0,,,2020-02-13,2,상순,2,중순,2020-02-14,0,0,0,0,0,0,2020-02-13,,,,,2020-02-14
2020-02-17,1201,양파,1.77,0.966,1201,1035,1015,1025,929,645,1017,안정,24,4,안정,4,1,안정,4,2020-02-15,2,상순,2,중순,2020-02-17,1752,1765.111,1749,1746,1582.813,2006,2020-02-14,2,상순,2,중순,2020-02-17
2020-02-17,1202,대파,-46.823,17.33,1202,929,925,768,1106,1170,1747,하락심각,7,1,하락심각,1,1,하락심각,1,2020-02-15,2,상순,2,중순,2020-02-17,3660,3699.827,3679,4104,3897.731,4990,2020-02-14,2,상순,2,중순,2020-02-17
2020-02-18,1001,배추,46.946,2.771,1001,3152,3029.667,3064.667,2960,925,2145,상승주의,2,5,안정,4,1,안정,4,2020-02-17,2,상순,2,중순,2020-02-18,4315,4343.036,4336,4426,2503.937,3192,2020-02-17,2,상순,2,중순,2020-02-18
2020-02-18,1101,무,-1.396,-2.284,1101,1129.6,1158.9,1155.4,1090,862,1146,상승주의,2,5,상승주의,5,1,상승주의,5,2020-02-17,2,상순,2,중순,2020-02-18,1927,1984.526,1920,2473,1394.4,1869,2020-02-17,2,상순,2,중순,2020-02-18
2020-04-12,1209,마늘,-41.982,0,1209,3220,3220,3220,3220,5100,5550,,0,,,,0,,,2020-04-09,4,상순,4,중순,2020-04-10,0,0,0,0,0,0,2020-04-09,,,,,2020-04-10
2020-04-12,1201,양파,-8.992,-4.643,1201,840,986,879,1082,974,923,안정,36,4,안정,4,1,안정,4,2020-04-10,4,상순,4,중순,2020-04-11,2276,2451.425,2294,2342,1742.151,2066,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-12,1202,대파,-36.105,-17.1,1202,807,905,945,823,830,1263,하락심각,1,1,하락심각,1,1,하락심각,1,2020-04-10,4,상순,4,중순,2020-04-11,2942,3109.453,3021,3075,2686.994,3181,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-13,1001,배추,40.448,12.755,1001,2757,2834.667,2405.333,2530,893.667,1963,안정,39,4,안정,4,1,안정,4,2020-04-11,4,상순,4,중순,2020-04-13,4421,4413.778,4449,4448,2280.143,3556,2020-04-10,4,상순,4,중순,2020-04-13
2020-04-13,1101,무,-21.049,11.691,1101,1023.9,970.9,904.2,817,815.1,1297,안정,2,4,안정,4,1,안정,4,2020-04-11,4,상순,4,중순,2020-04-13,1613,1606.185,1613,1594,1345.668,1837,2020-04-10,4,상순,4,중순,2020-04-13
2020-04-13,1207,건고추,-10.078,0,1207,8120,8120,8120,8120,11543.42,9030,하락주의,71,3,하락주의,3,1,하락주의,3,2020-04-09,4,상순,4,중순,2020-04-10,12607,12607.143,12607,12571,16772.381,12633,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-13,1209,마늘,-40.412,0,12A9,3875,3900,3875,3875,5686.9,6503,하락경계,174,2,하락경계,2,1,하락경계,2,2020-04-09,4,상순,4,중순,2020-04-10,6924,6909.022,6873,6658,9723.524,9856,2020-04-09,4,상순,4,중순,2020-04-10
2020-04-13,1209,마늘,-41.982,0,1209,3220,3220,3220,3220,5100,5550,,0,,,,0,,,2020-04-09,4,상순,4,중순,2020-04-10,0,0,0,0,0,0,2020-04-09,,,,,2020-04-10
2020-04-13,1201,양파,1.517,10.352,1201,937,986,840,1082,974,923,안정,37,4,안정,4,1,안정,4,2020-04-11,4,상순,4,중순,2020-04-13,2454,2451.425,2276,2342,1742.151,2066,2020-04-10,4,상순,4,중순,2020-04-13
2020-04-13,1202,대파,-29.216,9.732,1202,894,905,807,823,830,1263,하락심각,2,1,하락심각,1,1,하락심각,1,2020-04-11,4,상순,4,중순,2020-04-13,3000,3109.453,2942,3075,2686.994,3181,2020-04-10,4,상순,4,중순,2020-04-13
